stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
"CI098","CI098","VIA XXIV MAGGIO - FRONTE SCUOLE","43.52013981","13.2474405","0","",""
"CI099","CI099","VIA DEL PRATO - BAR SPORT","43.51882577","13.24542155","0","",""
"CI100","CI100","VIA DEL PRATO - FRONTE ASL","43.51714953","13.24268631","0","",""
"CI101","CI101","VIA GALLODORO - FRONTE COOP","43.51572139","13.23998731","0","",""
"CI102","CI102","VIA GALLODORO - ISA","43.51438163","13.23776837","0","",""
"CI103","CI103","VIA GALLODORO - INCROCIO VIA GORIZIA","43.51272492","13.23514431","0","",""
"CI106","CI106","VIA FERMI","43.51669031","13.24943335","0","",""
"CI107","CI107","VIA FERMI - VIA MARCONI","43.51579955","13.25212225","0","",""
"CI108","CI108","VIA MARCONI - FRONTE METANO","43.51471797","13.25381751","0","",""
"CI109","CI109","VIA MARCONI - PONTE","43.51214759","13.25672535","0","",""
"CI110","CI110","VIA M. RICCI - FRONTE MULTISALA","43.51982312","13.25393296","0","",""
"CI113","CI113","VIA PUCCINI","43.52915469","13.23936151","0","",""
"CI114","CI114","VIA PUCCINI - FRONTE FARMACIA","43.52820527","13.23589016","0","",""
"CI115","CI115","VIA DEI COLLI OSPEDALE - LATO P.ZZA VESALIO","43.53076964","13.22768603","0","",""
"CI116","CI116","VIA DEI COLLI OSPEDALE","43.53145467","13.22552748","0","",""
"CI117","CI117","VIA DEI COLLI - FRONTE PIAZZA VESALIO","43.5301318","13.22963772","0","",""
"CI118","CI118","OSPEDALE CARLO URBANI","43.53047939","13.22395225","0","",""
"CI120","CI120","VIA GARIBALDI - FRONTE AGIP","43.52805109","13.24958117","0","",""
"CI121","CI121","VIA ANCONA - INCROCIO VIA CARTIERE VECCH","43.53037584","13.25234167","0","",""
"CI122","CI122","VIA ANCONA - EX SMIA","43.5323036","13.25469924","0","",""
"CI123","CI123","VIA ANCONA - LATO MORICHELLI","43.5342051","13.25722789","0","",""
"CI124","CI124","VIA XXIV MAGGIO - FRONTE CAP","43.52203034","13.25006464","0","",""
"CI125","CI125","VIALE DON BATTISTONI - EUROSTOK","43.53753472","13.26517195","0","",""
"CI126","CI126","VIA BRODOLINI - FRONTE PIERALISI","43.53840886","13.26633377","0","",""
"CI127","CI127","VIA BRODOLINI - FRONTE ELICA","43.54010744","13.26850062","0","",""
"CI128","CI128","VIA BRODOLINI - VIA DI VITTORIO","43.54158042","13.27033984","0","",""
"CI129","CI129","VIA BRODOLINI - VIA FONTEDAMO","43.54465693","13.27432119","0","",""
"CI130","CI130","VIA DEL VERZIERE","43.51522343","13.24449288","0","",""
"CI131","CI131","VIA LEONE XXIII - INCROCIO VIA NOVELLA","43.53841881","13.27323671","0","",""
"CI132","CI132","VIA LEONE XXIII - DOLCIOTTI","43.53664733","13.27130393","0","",""
"CI133","CI133","VIA G. AGNELLI FRONTE CNH","43.53532766","13.26952273","0","",""
"CI134","CI134","VIALE DON BATTISTONI -  POPOLARE A.","43.53529771","13.26720573","0","",""
"CI136","CI136","VIA PASQUINELLI - CENTRO DIREZIONALE","43.53131794","13.26068336","0","",""
"CI137","CI137","VIA DON MINZONI - NATALUCCI","43.52744575","13.25616096","0","",""
"CI138","CI138","VIA DON MINZONI - VIA ANCONA","43.53406119","13.25913926","0","",""
"CI139","CI139","VIA DON MINZONI - FRONTE RENAULT","43.52495604","13.25279269","0","",""
"CI140","CI140","VIA XXIV MAGGIO - SUPERMERCATO","43.5231827","13.25123158","0","",""
"CI141","CI141","VIALE DON BATTISTONI - EXPERT","43.53643478","13.26500108","0","",""
"CI142","CI142","VIA DEL MOLINO","43.51699943","13.23716496","0","",""
"CI143","CI143","VIA PASQUINELLI - DISTRIBUTORE","43.53516952","13.26477524","0","",""
"CI147","CI147","CASTELBELLINO - VIA PANTIERE","43.50128281","13.18382353","0","",""
"CI148","CI148","CIMITERO (JESI)","43.53581698","13.24957926","0","",""
"CI149","CI149","VIA FRIULI - VIA SAN MARCELLO","43.53271644","13.24849017","0","",""
"CI150","CI150","CASTELBELLINO - VALLATO","43.50191308","13.17873008","0","",""
"CI151","CI151","VIALE CAVALLOTTI - FRONTE VIA CASTELBELL","43.51857669","13.23217745","0","",""
"CI152","CI152","VIALE CAVALLOTTI - AGENZIA VIAGGI","43.51972567","13.22904134","0","",""
"CI153","CI153","VIALE CAVALLOTTI - VIALE DELLE NAZIONI","43.5203151","13.22739331","0","",""
"CI154","CI154","VIALE MARTIN LUTHER KING - BIVIO TABANO","43.52277264","13.22318295","0","",""
"CI155","CI155","VIA MARTIN LUTHER KING - PRIMA ROTATORIA","43.52402613","13.22533634","0","",""
"CI156","CI156","VIA MARTIN LUTHER KING - SCUOLE","43.5249447","13.22912064","0","",""
"CI157","CI157","VIALE M. L. KING - LICEO","43.52515855","13.23145891","0","",""
"CI158","CI158","VIALE VERDI - ROTATORIA","43.52559038","13.2327336","0","",""
"CI159","CI159","VIALE VERDI - INCROCIO VIA GRAMSCI","43.52732864","13.23480509","0","",""
"CI160","CI160","VIA AGRARIA - FRONTE ACQUEDOTTO","43.53317591","13.22168319","0","",""
"CI161","CI161","VIA AGRARIA - INCROCIO VIA TOGLIATTI","43.5335576","13.22017449","0","",""
"CI162","CI162","VIA AGRARIA - INCROCIO VIA TORRE","43.53410856","13.21808839","0","",""
"CI163","CI163","VIA AGRARIA - EX SCUOLA","43.53505873","13.21573863","0","",""
"CI164","CI164","VIA AGRARIA","43.53576127","13.21281379","0","",""
"CI165","CI165","VIA AGRARIA - ROTATORIA PARADISO","43.53651903","13.2097406","0","",""
"CI166","CI166","VIA PARADISO - FRONTE RISTORANTE","43.53384766","13.21222059","0","",""
"CI167","CI167","VIA NENNI - FRONTE VIA AMENDOLA","43.53326384","13.21461709","0","",""
"CI168","CI168","VIA NENNI - FRONTE PIO LA TORRE","43.5326867","13.21600164","0","",""
"CI169","CI169","VIA NENNI - CHIESA","43.53194831","13.21744042","0","",""
"CI170","CI170","FRAZIONE SCORCELLETTI","43.50442115","13.17362381","0","",""
"CI171","CI171","VIA ROSINI - INCROCIO PARADISO BASSA","43.53036125","13.2164229","0","",""
"CI172","CI172","VIA PARADISO BASSA","43.52772014","13.21744617","0","",""
"CI173","CI173","VIA PARADISO - LATO MONTE CONERO","43.52529925","13.21890773","0","",""
"CI174","CI174","VIA PARADISO - LATO MONTE CATRIA","43.52415152","13.2203707","0","",""
"CI175","CI175","VIA PARADISO - PRIMA ROTATORIA","43.52310051","13.22168538","0","",""
"CI176","CI176","VIA TABANO - FRONTE PALASPORT","43.52260496","13.22079666","0","",""
"CI177","CI177","VIA GOLA DELLA ROSSA","43.52403001","13.21661877","0","",""
"CI178","CI178","VIA FRASASSI 3","43.52409077","13.21445463","0","",""
"CI179","CI179","VIA FRASASSI - INCROCIO MONTI SIBILLINI","43.52319038","13.21647338","0","",""
"CI180","CI180","VIA APPENNINI - INCROCIO TABANO","43.52233843","13.21755952","0","",""
"CI181","CI181","VIA TABANO - PALASPORT","43.52240087","13.22185751","0","",""
"CI182","CI182","VIA SAN FRANCESCO - BIVIO TABANO","43.5224355","13.22350528","0","",""
"CI183","CI183","VIA SAN FRANCESCO - LARGO EUROPA","43.52230064","13.22525701","0","",""
"CI184","CI184","VIA SAN FRANCESCO - INCROCIO VIA OLANDA","43.52192853","13.22855","0","",""
"CI185","CI185","VIALE VERDI - CHIESA","43.52166262","13.23085616","0","",""
"CI186","CI186","FRAZIONE SCORCELLETTI - SP 76","43.50568489","13.17359745","0","",""
"CI187","CI187","VIA DEL LAVORO -  ITASS","43.53328467","13.25502984","0","",""
"CI188","CI188","VIA MARCHE - VIA SICILIA","43.53132661","13.24916156","0","",""
"CI189","CI189","VIALE VERDI - INCROCIO CAVALLOTTI","43.51965995","13.22973925","0","",""
"CI190","CI190","VIALE VERDI - INCROCIO VIA SAN FRANCESCO","43.5214492","13.23102944","0","",""
"CI194","CI194","VIA PARADISO - DOPO ROTATORIA","43.5231695","13.22177925","0","",""
"CI195","CI195","VIA PARADISO - FRONTE MONTE CATRIA","43.52423353","13.22043325","0","",""
"CI196","CI196","VIA PARADISO - FRONTE MONTE CONERO","43.52539529","13.21900389","0","",""
"CI197","CI197","VIA PARADISO","43.52719547","13.21780936","0","",""
"CI198","CI198","VIA PARADISO 3^","43.53009775","13.21621286","0","",""
"CI199","CI199","VIA PARADISO 4^","43.53172245","13.21479561","0","",""
"CI200","CI200","VIA TOGLIATTI - FRONTE VIA ROSI","43.5324723","13.21957525","0","",""
"CI201","CI201","VIA AGRARIA 8","43.53298058","13.22157136","0","",""
"CI202","CI202","VIA DEI COLLI - LATO PIAZZA XXV APRILE","43.52946261","13.23131185","0","",""
"CI203","CI203","VIA GRAMSCI -  OSTELLO","43.52818296","13.23357053","0","",""
"CI204","CI204","VIA PUCCINI - FARMACIA","43.52814251","13.23590745","0","",""
"CI205","CI205","VIA PUCCINI - IGEA","43.52900388","13.23950821","0","",""
"CI206","CI206","VIA ERBARELLA","43.52811723","13.24274218","0","",""
"CI207","CI207","VIA CAMPOLUNGO","43.51990656","13.21895196","0","",""
"CI208","CI208","VIA M. L. KING - VIA TOLSTOJ","43.52389132","13.22390306","0","",""
"CI210","CI210","BIVIO SANTA LUCIA","43.53104813","13.2483219","0","",""
"CI211","CI211","VIALE VITTORIA - FRONTE OSPEDALE","43.51967689","13.23607686","0","",""
"CI212","CI212","VIA MAZZANGRUGNO - JESI CENTRO","43.5104818","13.26892677","0","",""
"CI213","CI213","VIA MAZZANGRUGNO - JESI CENTRO","43.51019514","13.26902404","0","",""
"CI214","CI214","COPPETELLA - CAPOLINEA","43.57898493","13.30291987","0","",""
"CI215","CI215","VIA ANCONA - FRONTE CAVALCAVIA FS","43.5761812","13.30086537","0","",""
"CI216","CI216","SP 76 - CASA DI TERRA","43.57151046","13.29890078","0","",""
"CI217","CI217","VIA ANCONA - PIERALISI","43.53751618","13.26121063","0","",""
"CI218","CI218","SP 76 -  U. QUADRI","43.56519431","13.29485927","0","",""
"CI219","CI219","SP 76 - FRONTE INTERPORTO","43.56173521","13.29072354","0","",""
"CI220","CI220","SP 76 - LAZZERINI","43.55862974","13.28691292","0","",""
"CI222","CI222","SP 76 - BOCCHINI","43.5529009","13.27999359","0","",""
"CI223","CI223","SP 76 -  FRANTOIO","43.55115618","13.27779696","0","",""
"CI224","CI224","VIA XXIV MAGGIO - FRONTE SUPERMERCATO","43.52325252","13.25108726","0","",""
"CI225","CI225","CENTRO COMM.LE ARCOBALENO","43.51141007","13.23221351","0","",""
"CI226","CI226","VIA XX LUGLIO - SCUOLA","43.51532036","13.23092397","0","",""
"CI227","CI227","VIA XX LUGLIO - LA FORNACE","43.51235423","13.22951368","0","",""
"CI228","CI228","VIALE DELLA VITTORIA - MARIANI","43.52215012","13.24056445","0","",""
"CI229","CI229","VIA RADICIOTTI","43.5208629","13.23533083","0","",""
"CI230","CI230","VIA SAN FRANCESCO - BANCA","43.52195418","13.23253353","0","",""
"CI231","CI231","VIA APPENNINI","43.52802662","13.21654493","0","",""
"CI232","CI232","VIA A. MORO -VIA DE NICOLA","43.52863831","13.22622882","0","",""
"CI235","CI235","VIA ANCONA - DISTRIBUTORE","43.53483298","13.25766153","0","",""
"CI237","CI237","VIALE DEL LAVORO - AGENZIA VIAGGI","43.53155463","13.25111648","0","",""
"CI238","CI238","VIA SAN FRANCESCO - CHIESA","43.52185353","13.23161464","0","",""
"CI239","CI239","VIA DON MINZONI","43.52625697","13.2544925","0","",""
"CI240","CI240","VIALE VERDI - INCROCIO M. L. KING","43.52571775","13.23240768","0","",""
"CI241","CI241","VIA JUGOSLAVIA - PARRUCCHIERA","43.52160451","13.2271056","0","",""
"CI242","CI242","VIA PALADINI - INCROCIO VIA SOLAZZI","43.52320409","13.22690408","0","",""
"CI243","CI243","VIA SCHWEITZER","43.52507642","13.22600159","0","",""
"CI244","CI244","VIA LA MALFA - ITC","43.526511","13.22619156","0","",""
"CI245","CI245","VIA LA MALFA - FRONTE BOCCIODROMO","43.52774447","13.22850969","0","",""
