mizar_ref,stop_id,nome
4151,862,Poggio costa - Inizio salita
4080,863,Poggio costa - Fine discesa
3693,864,Via Rismondo
3762,865,C.so Amendola - Sc. De Amicis
4235,866,Cimitero Tavernelle - Rotatoria
4231,867,Via San Giacomo della Marca
4232,868,Biglietteria
4236,869,Via Vanoni
4227,870,Via Einaudi - Bunge
4228,871,Via Mattei - CAMST
4237,872,Via Mattei - Odino Valperga
4274,873,1^ Via Grandi
4247,874,2^ Via Grandi
4263,875,Via Spadoni
4248,876,1^ Via di Vittorio
4266,877,2^ Via di Vittorio
4271,878,Via Zuccarini
4275,879,Via Zuccarini - ISTAO
4276,880,3^ Via Zuccarini
4249,881,Via Buozzi
4277,882,Via Einaudi - Mandracchio
4267,883,Via Mattei - Ristorante Pit Stop
4284,885,Molo Sud - Parcheggi Tir
4292,886,Via Cameranense - Poste
4294,887,Via Cameranense - Poste
4289,888,Via Sparapani - Supermercato
4288,889,Via Sparapani 175
4295,890,Via Sparapani 20
4293,891,Aspio Terme - IKEA
4296,892,Via Togliatti 90/98
4298,893,Via Togliatti 106
4299,894,1^ Via S. Giacomo della Marca
4297,895,Via S. Giacomo della Marca - Fioraia
4303,896,Stazione F.S. (Cap. 44)
4306,897,Via Fano
4304,899,Fermata banchina / dock 16
4331,900,Villaggio Barcaglione
4373,901,Marina Dorica
4378,902,1^ Via Totti
4383,903,V. Mattei - Cantieri Ferretti
4387,904,Brecce Bianche - Rotatoria
4386,905,Brecce Bianche - Rotatoria
4388,906,Via Gramsci - Teatro
4515,907,IIS Podesti
4531,908,Piazza U.BASSI Capolinea
4568,909,2^ Via Totti
4606,910,1^ Via Aldo Davanzali
4879,911,Via Marconi - Parcheggio Archi
4876,913,Via Redi
4952,914,Via Giuseppe e Franco Ferranti
4871,950,Carcere Barcaglione
4901,952,Strada del Barcaglione 9
4903,953,Strada del Barcaglione 21
4902,954,Strada del Barcaglione 2
4909,955,Strada del Barcaglione 21
4959,1000,Parcheggio Stadio del Conero
3230,2000,MOIE (Ex Fimea).
2688,2001,MOIE (Ex Fimea)
3120,2002,POZZETTO.L
3000,2003,POZZETTO
2621,2004,BORGO LORETO (Chiesa).
3057,2005,BORGO LORETO (Chiesa)
3231,2006,CASTELPLANIO (Incr. Poggio)
2980,2007,CASTELPLANIO (Incr. Poggio)
3404,2008,CASTELPLANIO (Sassaroli)
2996,2009,CASTELPLANIO (Sassaroli)
2997,2010,CASTELPLANIO (Curve).
2620,2011,CASTELPLANIO (Curve)
2800,2012,CASTELPLANIO (Crocefisso).
2871,2013,CASTELPLANIO (Crocefisso)
2998,2014,CASTELPLANIO (Civerchia).
2801,2015,CASTELPLANIO (Civerchia)
3127,2016,CASTELPLANIO (Ragaini).
3004,2017,CASTELPLANIO (Ragaini)
2802,2018,CASTELPLANIO (Centro).
3467,2019,CASTELPLANIO (Centro)
2628,2020,CASTELPLANIO (Abbadia).
3058,2021,CASTELPLANIO (Abbadia)
3293,2022,CASTELPLANIO (Cimitero).
3344,2023,CASTELPLANIO (Cimitero)
3470,2024,POGGIO S. MARCELLO (Centro).
3405,2025,POGGIO S. MARCELLO (Centro)
3349,2026,POGGIO S. MARCELLO (Stadio).
3239,2027,POGGIO S. MARCELLO (Stadio)
2803,2028,POGGIO S. MARCELLO (Cimitero).
3294,2029,POGGIO S. MARCELLO (Cimitero)
2632,2030,POGGIO S. MARCELLO (Zucchi).
3242,2031,POGGIO S. MARCELLO (Zucchi).
3059,2032,POGGIO S. MARCELLO (Fornace).
2557,2033,POGGIO S. MARCELLO (Fornace)
2804,2034,POGGIO S. MARCELLO (Bivio Mergo).
3464,2035,POGGIO S. MARCELLO (Bivio Mergo)
2805,2036,POGGIO S. MARCELLO (Bacucco).
3295,2037,POGGIO S. MARCELLO (Bacucco)
3233,2038,MONTECAROTTO (Spaccetto).
2876,2039,MONTECAROTTO (Spaccetto)
3235,2040,MONTECAROTTO (Cimitero).
2934,2041,MONTECAROTTO (Cimitero)
3128,2042,MONTECAROTTO (Ospedale).
3236,2043,MONTECAROTTO (Ospedale)
3406,2044,MONTECAROTTO (Centro)
3296,2045,MONTECAROTTO (Villa).
2630,2046,MONTECAROTTO (Villa)
2935,2047,SERRA DE CONTI (Hotel).
3179,2048,SERRA DE CONTI (Hotel)
3240,2049,SERRA DE CONTI (Centro).
3241,2050,SERRA DE CONTI (Centro)
3297,2051,SERRA DE CONTI (Fonti).
2936,2052,SERRA DE CONTI (Fonti)
3001,2053,OSTERIA  (Semaforo)
3347,2054,OSTERIA  (Semaforo)
3407,2055,OSTERIA  (Centro).
2689,2056,OSTERIA  (Centro)
3348,2057,SENIGALLIA (Rotonda).
2690,2059,SENIGALLIA (Enel).
3237,2061,SENIGALLIA (Hotel Metropol).
2629,2062,SENIGALLIA (Hotel Metropol)
3408,2063,JESI (Simonetta).
3298,2064,JESI (Simonetta)
2744,2065,JESI (Villa Pieralisi).
3060,2066,JESI (Villa Pieralisi)
2558,2067,JESI ( Figuretta).
3130,2068,JESI (Figuretta)
2633,2069,JESI (Spaccio Montelatiero).
3409,2070,JESI ( SPACCIO Montelatiero)
3180,2071,JESI (Cancelli).
2627,2073,JESI (Cancelli)
3410,2074,SAN MARCELLO (Passo Antico).
3234,2075,SAN MARCELLO (Passo Antico)
3469,2076,San Marcello (Case Popolari).
3061,2077,BELVEDERE (Zona Ind.M Sole).
2937,2078,BELVEDERE (Zona Ind.M Sole)
2743,2079,BELVEDERE (Incr. Castagna).
3238,2080,BELVEDERE (Incr. Castagna)).
2807,2081,BELVEDERE (Maglificio).
2808,2082,BELVEDERE (Maglificio)
2631,2083,BELVEDERE (Incr. Fornace).
3129,2084,BELVEDERE (Incr. Fprnace)
3411,2085,FORNACE (Enel).
3412,2086,FORNACE (Enel)
3350,2087,FORNACE (Centro).
3465,2088,FORNACE (Centro)
2938,2089,FORNACE (Villa).
2875,2090,FORNACE (Villa)
3466,2091,FORNACE (Biv. Jesi).
2809,2092,FORNACE (Biv. Jesi)
2559,2093,BELVEDRE (Villa Fantasmi).
3232,2094,BELVEDERE (Villa Fantasmi)
2939,2095,BELVEDRE (Passo Vaccarile).
3125,2096,BELVEDRE (Passo Vaccarile)
3002,2097,OSTRA (Porcaro).
2810,2098,OSTRA (Porcaro)
2691,2099,OSTRA (Vino e Miele).
3003,2100,OSTRA (Vino e Miele)
3299,2101,OSTRA (Livieri).
2692,2102,OSTRA (Livieri)
3126,2103,OSTRA (Bar Semaforo).
2693,2104,OSTRA (Bar Semaforo)
2940,2105,OSTRA (Mercato).
3378,2106,JESI (Bivio ITIS)
3413,2107,SCORCELLETTI (Bora)
2900,2108,SCORCELLETTI (BORA).
3062,2110,Moie (Bar Paola)
3265,2112,MOIE (Metano).
3156,2113,MOIE (Chiesa nuova)
3300,2114,MOIE (Chiesa nuova).
3166,2115,JESI (Passo Cingoli)
3508,2116,OSTERIA (Capolinea)
3181,2117,MOIE (Incr. Str. Campagna)
3135,2118,MOIE (Incr. Str. Campagna)
3414,2119,SERRA DE CONTI  (Cimitero)
2792,2120,SERRA DE CONTI  (Carabinieri)
3046,2121,SERRA DE CONTI  (Carabinieri)
2560,2122,SERRA DE CONTI  (Porta Croce)
2622,2123,SERRA DE CONTI  (Porta Croce).
3121,2124,MONTECAROTTO  (Incr. Circonvallazione)
3345,2125,ROCCA PRIORA (Mulino)
2623,2126,MONTECAROTTO  (Incr. Circonvallazione).
2872,2127,MONTECAROTTO  (Rist. Modo Mio)
2624,2128,MONTECAROTTO  (Rist. Modo Mio).
2625,2129,MONTECAROTTO  (Incr. Angeloni)
2999,2130,MONTECAROTTO  (Incr. Angeloni).
2626,2131,MONTECAROTTO  (Barbini)
2873,2132,MONTECAROTTO  (Barbini).
2874,2133,POGGIO SAN MARCELLO (Bivio)
3462,2134,POGGIO SAN MARCELLO (Bivio).
3122,2135,POGGIO SAN MARCELLO (Sc. Fossato)
3123,2136,POGGIO SAN MARCELLO (Sc. Fossato).
3124,2137,POZZETTO (Rettilineo)
3346,2138,POZZETTO (Rettilineo).
3463,2139,POZZETTO (Centro)
2561,2140,POZZETTO (Centro).
3182,2141,MONTECAROTTO (Circ. Asilo)
2811,2142,MONTECAROTTO (Circ. Asilo).
3183,2143,MONTECAROTTO (Mattatoio)
3184,2144,MONTECAROTTO (Mattatoio).
3415,2145,MONTECAROTTO (Giacani)
2941,2146,MONTECAROTTO (Giacani)
3416,2148,MONTECAROTTO (Pinti)
3063,2149,MONTECAROTTO (Pinti).
3301,2150,MONTECAROTTO (Fornace)
2562,2151,MONTECAROTTO (Fornace).
3185,2152,MONTECAROTTO (S.Angelo)
3064,2153,MONTECAROTTO (S. Angelo).
2695,2154,TORRE (Paoloni)
2563,2155,TORRE (Paoloni).
2696,2156,TORRE (Metano)
3302,2157,TORRE (Metano).
3417,2158,TORRE (Vigne)
2942,2159,TORRE (Vigne).
2564,2160,TORRE (Hotel)
2565,2161,TORRE (Hotel).
2697,2163,MACERATA (V.le Trieste)
2698,2164,MACERATA (V.le G. Leopardi)
2943,2165,MACERATA (Capolinea)
2566,2166,MACERATA (Via G. Valenti)
3186,2167,MACERATA (Via G. Valenti).
3065,2168,VILLAPOTENZA (Cimarella)
3419,2169,VILLAPOTENZA (Cimarella)
3303,2170,BIVIO MONTEFANO (Forano)
2944,2171,BIVIO MONTEFANO (Forano).
2945,2172,FILOTTRANO (Fossa Lupara)
2812,2173,CONTRADA (Fossalupara)
4537,2174,VIA XX SETTEMBRE
4533,2175,VIA CASTELLO
4538,2176,Via XXV Aprile
4539,2177,VIA XX SETTEMBRE
4534,2178,Via XXV Aprile
4572,2181,DEPOSITO CROGNALETTI S. PIETRO
4576,2183,MOIE (Bar Paola)
4611,2184,MOIE (Metano)
4638,2185,Via Solindo
4617,2186,Via Solindo
4684,2187,Via San giuseppe
4678,2188,Via San Giuseppe
4687,2189,Via Tomassini
4690,2190,Via A. Moro
4858,2192,Via S. Giuseppe
4856,2193,Via S. Giuseppe
531,2196,Via Ancona
3488,3000,SAN PAOLO (Deposito Cap.)
3025,3002,SAN PAOLO (M. Generale)
2665,3003,MONTE ROBERTO (Ditta SES)
3026,3004,MONTE ROBERTO ( Ditta SES)
3380,3005,MONTE ROBERTO (Latini)
2666,3006,MONTE ROBERTO (Latini)
3381,3007,Minonna
2921,4000,CONCE (Scuola Materna)
3509,4001,CONCE (Scuola Materna)
3285,4002,COLLE APRICO (Santini)
3510,4003,COLLE APRICO (Santini)
3167,4004,COLLE APRICO (Colonia)
2680,4005,COLLE APRICO (Colonia)
3168,4006,COLLE APRICO (Centro)
3286,4007,COLLE APRICO (Centro)
2681,4008,COLLE APRICO (Venanzi)
3287,4009,COLLE APRICO (Venanzi)
2793,4010,COLLE APRICO (Agr il Colle))
2922,4011,COLLE APRICO (Agr il Colle))
3288,4012,SERRA DE CONTI (Biv. Granelli)
3511,4013,ARCEVIA  (Ospedale)
2923,4014,COLLE APRICO (Case Conti)
2924,4015,COLLE APRICO (Del Giudice)
3512,4016,MAGNADORSA
2682,4017,Magnadorsa
3047,4018,MAGNADORSA (Moranti)
3169,4019,MAGNADORSA (Mulino)
3397,4020,MAGNADORSA (Mulino)
3289,4021,MAGNADORSA  (Contr. Fornace)
3398,4022,MAGNADORSA  (Casette)
3048,4023,MAGNADORSA  (Casette)
2925,4024,MAGNADORSA  (Bivio)
2926,4025,MAGNADORSA  (Bivio)
3170,4026,MAGNADORSA  (Simonetti)
2794,4027,MAGNADORSA  (Simonetti)
2795,4028,FONTI DI BARLENGA
3290,4029,FONTI DI BARLEGA
2683,4030,SAN G. BATTISTA (Zona Industriale)
2927,4031,BIVIO CONCE (Mariotti)
3171,4032,BIVIO CONCE (Mariotti)
3538,4033,ARCEVIA (Scuole)
3535,4034,MAGNADORSA (Officina)
3560,4035,OSTERIA (Discount)
3561,4036,OSTERIA (Discount)
3536,4037,SERRA DE' CONTI (Fonti)
3528,4038,SERRA DE' CONTI (Fonti)
3547,4039,SERRA DE CONTI (Zona Ind.)
3524,4040,SERRA DE CONTI (Zona Ind.)
3551,4041,SERRA DE CONTI (M.T.S)
3552,4042,SERRA DE CONTI (M.T.S)
3553,4043,SERRA DE CONTI (Granelli)
3525,4044,SERRA DE CONTI (Granelli)
3539,4045,TASSANARE (Bivio)
3540,4046,TASSANARE (Bivio)
3541,4047,CASTIGLIONI (Centro)
3526,4048,CASTIGLIONI (Centro)
3529,4049,AVACELLI (Betulle)
3548,4050,AVACELLI (Betulle)
3530,4051,AVACELLI (Bivio)
3521,4052,AVACELLI (Bivio)
3522,4053,AVACELLI (Centro)
3554,4054,BIVIO CASTIGLIONI
3542,4055,BIVIO CASTIGLIONI
3543,4056,ZEPPALE
3527,4057,OSTERIA (Fornaci)
3517,4058,MAGNADORSA (Officina)
3549,4059,PALAZZO (Incr. Centro)
3555,4060,Frazione Palazzo
3531,4061,LORETELLO (Centro)
3550,4062,NIDASTORE (Trionfetti)
3518,4063,NIDASTORE (Trionfetti)
3519,4064,CASTELLEONE (Contr.Ville)
3556,4065,CASTELLEONE (Contr.Ville)
3532,4066,CASTELLEONE (CENTRO)
3533,4067,NIDASTORE (Incr.)
3537,4068,SAN LORENZO (Incr. C.Leone)
3544,4069,SAN LORENZO (Incr. C.Leone)
3557,4070,Castelleone (Distributore)
3558,4071,Castelleone (Distributore)
3545,4072,CASTELLEONE (Case Nuove)
3534,4073,CASTELLEONE (Case Nuove)
3523,4074,CASTELLEONE (Incr. Ripalta)
3559,4075,CASTELLEONE (Incr. Ripalta)
3520,4076,CORINALDO (Nevola)
3546,4077,CORINALDO (Distributore IS)
3565,4078,CORINALDO (Piani d' Appresso)
3562,4079,BARBARA (La Pieve)
3566,4080,BARBARA (La Pieve)
3567,4081,BARBARA (MAP)
3568,4082,BARBARA (MAP)
3574,4083,BARBARA (Cantina)
3575,4084,BARBARA (Cantina)
3587,4085,BARBARA (C.Commerciale)
3581,4086,BARBARA (C.Commerciale Parch.)
3576,4087,BARBARA (S. Antonio)
3596,4088,BARBARA (S. Antonio)
3577,4089,OSTERIA (Chiesa)
3578,4090,COLONNETTA ( Biv. Montale)
3602,4091,COLONNETTA ( Biv. Montale)
3597,4092,MONTALE (Contr. Carrara)
3582,4093,MONTALE (Contr. Carrara)
3603,4094,MONTALE (Collina)
3583,4095,MONTALE (Collina)
3569,4096,MONTALE (Mencarelli)
3588,4097,MONTALE (Mencarelli)
3584,4098,MONTALE (Fontana)
3598,4099,MONTALE (Fontana)
3589,4100,MONTALE (Centro)
3570,4101,MONTALE (Centro)
3590,4102,MONTALE (Officina)
3604,4103,MONTALE (Officina)
3612,4104,MONTALE (Manieri)
3605,4105,MONTALE (Manieri)
3591,4106,PITICCHIO (Zona Artig.)
3592,4107,PITICCHIO (Zona Artig.)
3599,4108,PITICCHIO (Borgo Emilio)
3563,4109,PITICCHIO (Borgo Emilio)
3593,4110,PITICCHIO (Passo Piticchio)
3610,4111,PITICCHIO (Passo Piticchio)
3601,4112,PITICCHIO (Borgo G.XXIII)
3594,4113,PITICCHIO (Borgo G.XXIII)
3572,4114,PITICCHIO (Passo S. Ginesio)
3580,4115,PITICCHIO (Passo S. Ginesio)
3573,4116,ARCEVIA (Boschetto)
3564,4117,ARCEVIA (Boschetto)
3585,4118,ARCEVIA (Cimitero)
3595,4119,ARCEVIA (Cimitero)
3611,4120,BIVIO CONCE (Pensilina)
3586,4121,Bivio  Conce (Pensilina)
3614,4122,CORINALDO (Biv. Nevola)
3739,4123,CASTIGLIONI (Pietrini)
4512,4124,Borgo Mazzini
4511,4125,Borgo Mazzini
4514,4126,CONTRADA MONTALE
4532,4127,CASTIGLIONI (Giulioni)
4535,4128,Via Castiglioni
4543,4129,Via Castiglioni
4569,4130,Bivio Conce
4570,4133,Bivio Serrafiore
4563,4134,Castiglioni
4564,4135,Frazione Castiglioni
4630,4137,Via Nevola
4618,4139,Via Nevola - Agricoop
4658,4140,Via A. Diaz
4673,4141,Via Roma
4671,4142,Via Roma
3266,5000,CUPRAMONTANA Cap.
2901,5001,CUPRAMONTANA (Ospedale)
3489,5002,CUPRAMONTANA
3490,5003,CUPRAMONTANA (Crocifisso)
3491,5004,CUPRAMONTANA (S. Giovanni)
2902,5006,MAIOLATI S. (Centro)
3492,5007,MAIOLATI (Municipio)
3268,5008,SCISCIANO (Centro)
2667,5009,Castelplanio (Stazione)
3027,5010,SCISCIANO (Centro)r
2769,5011,MAIOLATI S. (Centro)r
3028,5012,MAIOLATI S. (Municipio).
2770,5013,CUPRAMONTANA (S. Giovanni)r
3150,5014,CUPRAMONTANA (Crocifisso)r
3269,5015,CUPRAMONTANA (Carabinieri)r
3029,5016,DEPOSITO SACSA CUPRAMONTANA
3382,5017,CUPRAMONTANA (Ospedale)r
2668,5018,CUPRAMONTANA (Buresta)
2771,5019,CUPRAMONTANA (Cimitero)
2813,5020,CUPRAMONTANA (San Michele)
3187,5021,CUPRAMONTANA (Rosina)
2567,5022,TORRE GHISLIERI
2946,5023,PONTE MAGNO
2814,5024,PIANELLO VALLESINA (Piazza)
2568,5025,PIANELLO VALLESINA  (Sc. Elementare)
3420,5026,PIANELLO VALLESINA (Terrone)
2569,5027,PONTE PIO
3304,5028,JESI (Arco Clementino)r
3188,5029,PONTE PIO
3066,5030,PIANELLO V. (Terrone) r
2570,5031,PIANELLO V. (Sc. Elementare)r
2815,5032,PIANELLO V. (Piazza).
3189,5033,PIANELLO V. (Piazza Font).
2571,5034,PONTE MAGNOr
2699,5035,TORRE GHISLIERIr
3190,5036,CUPRAMONTANA (Rosina)r
3067,5037,CUPRAMONTANA (S.Michele)r
3421,5038,CUPRAMONTANA (Cimitero)r
2947,5039,CUPRAMONTANA (Buresta)r
2572,5040,MAIOLATI S. -Casa Paolo IV-
3305,5041,MAIOLATI S. -Casa Paolo IV-r
3068,5042,MONTE ROBERTO -Sabbioni-
2700,5043,MONTE ROBERTO Sabbioni-r
2948,5044,MONTE ROBERTO (Centro)
3069,5045,MONTE ROBERTO (Centro)
2701,5046,CASTELBELLINO (Piazza)
2702,5047,CASTELBELLINO (Piazza).
2703,5048,MONTE ROBERTO (Calamit)
3422,5049,MONTE ROBERTO (Calamitj)r
3070,5050,Castelbellino Stazione
2949,5051,Castelbellino Stazione r
3423,5052,CASTELBELLINO STAZ. (Distributore)
3191,5053,CASTELBELLINO STAZ. (Distributore)r
2816,5054,SCORCELLETTI (Centro)
2573,5055,SCORCELLETTI (Centro)r
3071,5056,SP 76 PANTIERE (Villa Serena)
2950,5057,PANTIERE (Villa Serena)r
3306,5058,PIANELLO V. (Rot. Gagliardini)
2817,5059,PIANELLO V. (Rot. Gagliardini)r
2574,5060,CUPRAMONTANA (Campo sportivo)
3072,5061,CUPRAMONTANA (Campo sportivo)r
3073,5062,APIRO (Bivio)
2818,5063,APIRO (Bivio)r
2819,5064,STAFFOLO (Crocifisso)
2575,5065,STAFFOLO (Crocifisso)r
2576,5066,STAFFOLO (Centro)
3307,5067,STAFFOLO (Centro)r
3308,5068,STAFFOLO (Castellaretta)
3309,5069,STAFFOLO (Castellaretta)r
2577,5070,STAFFOLO (Bivio Follonica)
2820,5071,STAFFOLO (Bivio Follonica)r
3310,5072,STAFFOLO (Casa Marchegiani)
3074,5073,STAFFOLO (Casa Marchegiani)r
2578,5074,SAN PAOLO DI JESI (Monumento)
3075,5075,SAN PAOLO DI JESI (Monumento)r
2704,5076,SAN PAOLO DI JESI (Piazza)
2951,5077,SAN PAOLO DI JESI (Piazza)r
2705,5078,SAN PAOLO DI JESI (Giardini)
3076,5079,SAN PAOLO DI JESI (Giardini)r
3311,5080,SAN PAOLO DI JESI (San Giuseppe)
3312,5081,SAN PAOLO DI JESI (San Giuseppe)r
3192,5082,SAN PAOLO DI JESI (Bivio scappia)
3424,5083,SAN PAOLO DI JESI (Bivio scappia)r
2952,5084,PONTE MAGNO (S.Apollinaire)
2821,5085,PONTE MAGNO (S. Apollinare)r
2579,5086,STAFFOLO (Consorzio)
2580,5087,STAFFOLO (Consorzio)r
2823,5089,SAN MARCELLO (Circonvallazione)
2903,5090,SanN Marcello (Circonvallazione).
2772,5091,SAN MARCELLO (Ristorante)
2773,5092,SAN MARCELLO (Ristorante)r
3151,5093,SAN MARCELLO (Montelatiere)
3030,5094,SAN MARCELLO (Montelatiere).
3152,5095,MONSANO (Santa Lucia)r
3493,5096,MONSANO (Santa Lucia)
3031,5097,MONSANO (Centro)
2904,5098,Monsano (Centro)r
3032,5099,MONSANO (Villa)
2774,5100,MONSANO (Villa)r
3033,5101,MONSANO (Quartiere Nuovo)
2905,5102,MONSANO (Quartiere Nuovo)r
3034,5103,MONSANO (Santa Maria)
3035,5104,MONSANO (Santa Maria)r
3036,5105,MONSANO (Villa Pianetti)
3383,5106,MONSANO (Villa Pianetti)r
3270,5107,MONSANO (Centro Scarpa)
3384,5108,MONSANO (Centro Scarpa)r
2775,5109,JESI (Irish Pub)
2776,5110,BORGHETTO (Bivio Selva)
3385,5111,BORGHETTO (Bivio Selva )r
3494,5112,CHIARAVALLE (Marini)r
2906,5113,CHIARAVALLE (Marini)
3271,5114,CHIARAVALLE (Incr. Torre)
3037,5115,CHIARAVALLE (Casello F.S.)r
3387,5116,CHIARAVALLE (Casello F.S.)
3038,5117,PASSO M. S. VITO r
3272,5118,CHIRAVALLE (Sc. Elementare)
3495,5119,CHIARAVALLE (distributore)
2777,5120,CHIARAVALLE (Distributore)r
3496,5121,CHIARAVALLE (Passo M.Montemarciano)
3153,5122,CHIARAVALLE (Passo M.Montemarciano)r
2669,5123,CHIARAVALLE (Casa Cantoniera)
2778,5124,CHIARAVALLE (Casa Cantoniera)r
4547,5125,Via Scappia
3154,5126,ROCCA PRIORA (Mulino)r
2670,5127,ROCCA PRIORA
3388,5128,ROCCA PRIORAr
4522,5129,MOIE (Cimitero)r
3155,5130,MOIE (Cimitero)
2779,5131,MOIE (Poste)r
3273,5132,MOIE (Poste)
2907,5133,MOIE (Centro)
2780,5134,MOIE (Centro).
3497,5135,Castelplanio (Croce Rossa) - dir. Jesi
2671,5136,Castelplanio (Croce Rossa) - dir. Castelplanio
2908,5137,PIANELLO V. (Interscambio)
3498,5138,Castelplanio (Bivio Stazione).
2909,5139,ANGELI DI ROSORA
2672,5140,ANGELI DI ROSORAr
2910,5141,SERRA SAN QUIRICO (Stazione)
3389,5142,SERRA SAN QUIRICO (Stazione)r
4517,5144,Via Clementina
4518,5145,Via Clementina
4519,5146,Via Clementina
4516,5147,Via Clementina
4546,5148,Via Scappia
4548,5149,Via Madonna delle Lame
4545,5150,Via Madonna della Misericordia
4609,5151,DEPOSITO SACSA STAFFOLO
4613,5154,CHIARAVALLE (Via Carducci)
4541,5157,Via Marche
4544,5158,Deposito Sacsa
4607,5159,DEPOSITO SACSA JESI
4679,5160,Via Montegiacomo
4682,5161,Via Montegiacomo
4669,5165,Via 25 Aprile
4667,5166,Via 25 Aprile
4685,5167,Via G. Garibaldi
4670,5168,Via Pozzetto
4686,5169,Via Pozzetto
4677,5170,SACSA GARAGE
4949,5171,Pozzetto (zona residenziale piano amato)
5095,5172,Moie (C. Comm. Oceano)
2824,6000,ARCEVIA (Capolinea)
2825,6001,ARCEVIA (Monumento)
3078,6002,ARCEVIA (Bramucci)
2953,6003,ARCEVIA (Borgo)
2826,6004,ARCEVIA (Borgo)
2954,6005,ARCEVIA (Ponte)
2581,6006,ARCEVIA (Ponte ).
2582,6007,ARCEVIA  (Merloni)
3079,6008,ARCEVIA  (Merloni).
3425,6009,ARCEVIA (Renali)
2706,6010,ARCEVIA (Renali).
3426,6011,ARCEVIA (Ingesso Merloni).
3080,6012,CONCE (Banca)
3193,6013,CONCE (Banca).
2583,6014,CONCE (Bar)
3427,6015,CONCE (Bar).
3194,6016,BIVIO MAGNADORSA (Dir. S.S. Qurico)
3081,6017,BIVIO MAGNADORSA (Dir. S.S. Qurico).
2827,6018,BIVIO COLLEAPRICO
4554,6019,COLLEAPRICO BIVIO.
3195,6020,PROSANO (Col di Corte)
3428,6021,PROSANO (Col di Corte).
2955,6022,PROSANO (Chiesa)
2956,6023,PROSANO (Chiesa)
2707,6024,VADO
3313,6025,VADOr
3314,6026,AVACELLI (Bivio)
2584,6027,AVACELLI (Bivio).
2957,6028,TRIVIO
2585,6029,TRIVIOr
3399,6030,TRIVIO (Agriturismo)
3400,6031,TRIVIO (Agriturismo)
3172,6032,MERGO (Chiesa)
3513,6033,MERGO (Chiesa).
2684,6034,MERGO (Scuole)
3291,6035,MERGO (Scuole)
2796,6036,MERGO (Comune)
3049,6037,TASSANARE
2685,6038,TASSANARE.
2928,6039,TASSANARE (Agriturismo)
3401,6040,TASSANARE (Agriturismo).
3514,6041,ROSORA (Cimitero)
3173,6042,ROSORA (Cimitero).
2797,6043,ROSORA (Monumento)
2929,6044,ROSORA (Monumento).
3050,6045,ROSORA (Centro)
2686,6046,ROSORA (Centro).
3292,6047,ROSORA
2687,6048,ROSORA.
2798,6049,Bivio Castelplanio
3174,6050,Bivio Castelplanio.
2799,6052,BORGO LORETO (Stabilimento Fileni)
3052,6053,BORGO LORETO (Centro)
3175,6054,BORGO LORETO (Centro).
2930,6055,BORGO LORETO (Fileni)
2931,6056,BORGO LORETO (Fileni).
3053,6057,BORGO LORETO (Moplan)
3054,6058,BORGO LORETO (Moplan).
3515,6059,SAN LORENZO (Comune)
3176,6060,SAN LORENZO (Comune)
3055,6061,SAN LORENZO (Tabacchi)
2932,6062,SAN LORENZO (Biv. Pergolese).
3402,6063,NIDASTORE  (Giacchini).
3177,6064,NIDASTORE  (Giacchini).
3178,6065,NIDASTORE (Villa Monti)
2933,6066,NIDASTORE (Villa Monti).
3403,6067,NIDASTORE (Centro)
3516,6068,NIDASTORE (Centro).
3056,6069,LORETELLO (Bivio)
3373,6070,LORETELLO (Bivio).
3259,6071,SAN PIETRO (Centro)
3374,6072,SAN PIETRO (Centro).
2654,6073,SAN PEITRO (Piccolo Ranch)
2895,6074,SAN PIETRO (Piccolo Ranch).
3260,6075,PALAZZO (Cenci)
3019,6076,PALAZZO (Cenci).
2655,6077,PALAZZO (Moie)
2766,6078,PALZZO (Moie).
2656,6079,PALAZZO (Centro)
2896,6080,PALAZZO (Centro).
2657,6081,PALAZZO (Cimitero)
2658,6082,PALAZZO (Cimitero).
2659,6083,MONTEFORTINO (Centro)
3261,6084,MONTEFORTINO (Centro).
2897,6085,ARCEVIA (La Valle)
2660,6086,ARCEVIA (La Valle).
3485,6087,ARCEVIA (Sassocupo)
2661,6088,ARCEVIA (Sassocupo).
2767,6089,ARCEVIA (Santa Croce)
3020,6090,ARCEVIA (Santa Croce).
3021,6091,ARCEVIA (Bivio Costa)
3375,6092,ARCEVIA (Bivio Costa).
3262,6093,SAN DONNINO
2662,6094,SAN DONNINO.
3376,6095,COL D' API
3148,6096,COL D' API.
3377,6097,ISOLA CENTIPERA
2663,6098,ISOLA CENTIPERA.
2898,6099,COLLEPONI (Bivio)
3022,6100,COLLEPONI (Bivio)
2664,6101,SASSOFERRATO (Centro Commerciale)
3023,6102,SASSOFERRATO (Centro Commerciale)
3149,6103,SASSOFERRATO (Vainer)
2899,6104,SASSOFERRATO (Vainer).
3263,6105,SASSOFERRATO (Banca)
2768,6106,SASSOFERRATO (Banca).
3264,6107,SASSOFERRATO (Capolinea)
3486,6108,SASSOFERRATO (Mattatoio)
3487,6109,SASSOFERRATO (Mattatoio).
2828,6110,SASSOFERRATO (Sc. Elem. Via Roma)
2708,6111,SASSOFERRATO (Sc. Elem. Via Roma).
3082,6112,BIVIO SCHEGGIA
3196,6113,BIVIO SCHEGGIA.
2958,6114,SASSOFERRATO (Zona Barbentina)
2829,6115,SASSOFERRATO (Zona Barbentina).
3315,6116,BIVIO S. DONATO
